n_int_features,n_float_features,n_string_features,n_datetime_features,n_categorical_features,n_noncateg_features,is_datetime_consistent,n_ordered_features,is_file_structured,is_file_semi_structured,is_file_unstructured,has_duplicated_rows,has_null_rows,has_null_feature_values,n_features,n_rows,n_rows_times_features,avg_ratio_duplication_noncateg_features,avg_ratio_duplication_categ_features,ratio_features_at_least_one_null,avg_ratio_null_values_features,avg_variance_numerical_features,avg_skewness_numerical_features,avg_kurtosis_numerical_features,avg_median_dev_numerical_features,avg_n_outliers_numerical_features,avg_unalikeability_categ_features,avg_margin_error_numerical_features,avg_gini_impurity_categ_features,time_diff_current_and_last_update,num_pii_entities,profiler_sample_size,ref_no_slash
0,0,0,1,2,1,1,1,1,0,0,0,0,0,3,3,9,0.8957446808510638,0.03404255319148936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.969031110506877,0.0,0.9680002263467631,0,2.6553191489361705,940,arashnic_fitbit
0,0,0,0,2,1,1,0,1,0,0,0,0,0,3,3,9,0.754022,0.000176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.947668784509569,0.0,0.9476668891720003,0,2.679,500000,arashnic_fitbit
0,0,0,0,3,0,1,1,1,0,0,0,0,0,3,3,9,0.0,0.018266286558969485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9836851013592062,0.0,0.9836405887069883,0,2.259,22099,arashnic_fitbit
0,1,0,0,4,0,1,1,1,0,0,0,0,0,4,4,16,0.0,0.012658943843612835,0.0,0.0,0.12405226065965556,3.4507136438591193,15.829327209404,0.04919147175904774,1.0,0.9021810892525854,0.06289768,0.9021402647315997,0,2.872,22099,arashnic_fitbit
0,0,0,0,3,0,1,1,1,0,0,0,0,0,3,3,9,0.0,0.045115163582062544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9299103550911226,0.0,0.9298682757954467,0,2.214,22099,arashnic_fitbit
0,1,0,0,3,0,1,0,1,0,0,0,0,0,3,3,9,0.0,0.031646,0.0,0.0,1.9801954864088438,4.165299883971425,23.314167325748038,0.2694502517486909,1.0,0.9851904618529237,0.00830672165114796,0.9851884914720093,0,2.58,500000,arashnic_fitbit
0,60,0,0,62,0,1,1,1,0,0,0,0,0,62,62,3844,0.0,0.05676942451135999,0.0,0.0,1.9921186491560077,4.1591412979499305,23.242787168084455,0.268035444911612,1.0,0.9869254973019109,0.009207088279269101,0.9868799012983362,0,486.1420000000006,21645,arashnic_fitbit
0,0,0,0,3,0,1,0,1,0,0,0,0,0,3,3,9,0.0,0.029456666666666662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7481180387000773,0.0,0.7481165424640009,0,2.1539999999999995,500000,arashnic_fitbit
0,0,0,0,62,0,1,1,1,0,0,0,0,0,62,62,3844,0.0,0.0007466523595555883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30001864344183754,0.0,0.3000047825666496,0,45.38399999999999,21645,arashnic_fitbit
0,0,0,0,3,0,1,0,1,0,0,0,0,0,3,3,9,0.0,0.029544666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.838036750188167,0.0,0.838035074114667,0,2.163,500000,arashnic_fitbit
